Id,Predicted
The Muppets ,6.855103522958406
Blended ,6.051023920556953
The Bounty Hunter ,5.935073586018272
Pinocchio ,7.790808723304102
42 ,6.694339066265181
Vantage Point ,6.428685618128672
Shall We Dance ,5.759923757133038
The Prestige ,9.21534251851582
Gothika ,5.737182303475622
Amistad ,7.4242995097926086
The Guilt Trip ,5.6132094916471775
Scream 4 ,6.281205258587023
Pay It Forward ,6.520283435661695
A Million Ways to Die in the West ,6.84834163045354
Morning Glory ,5.977291157415582
Memoirs of an Invisible Man ,5.869594734162911
Soul Men ,6.065327015228091
The Ugly Truth ,6.463201166464648
Sgt. Bilko ,5.60253937997524
The Express ,6.6231704273352285
What to Expect When You're Expecting ,6.098293655035954
Cop Out ,6.277622739469363
Hot Tub Time Machine ,6.549876545389886
Aloha ,5.87228901215934
Ghosts of Mississippi ,6.392525047616344
A Nightmare on Elm Street ,6.396415012276038
Radio ,6.35226359231828
Must Love Dogs ,5.617379193749284
The Bad News Bears ,6.42418905598743
Hot Pursuit ,5.387969935561317
Lions for Lambs ,6.728801401338037
Stigmata ,5.5022028951034345
Cats Don't Dance ,6.07232823726589
The Good German ,6.926038039889631
Going the Distance ,6.0228536387906475
Vacation ,6.222894365551354
The Addams Family ,6.18628187096691
Glory Road ,6.422077971165164
Sicario ,7.183939405244818
The Age of Adaline ,6.555145896097993
Little Shop of Horrors ,6.276263528805662
Hanna ,6.616291296084819
What's the Worst That Could Happen? ,5.610432608928095
Virtuosity ,5.9221664101242
Love & Other Drugs ,6.82534181973718
88 Minutes ,6.4698884682376026
Mumford ,6.301045938819941
Straight Outta Compton ,7.797662713856384
Blade Runner ,8.081151397283055
3 Days to Kill ,5.946381395439622
The Right Stuff ,7.2875160238937085
Shakespeare in Love ,6.634131376646991
Open Range ,6.889357863741972
Pain & Gain ,7.20998118475421
The Passion of the Christ ,6.653272913226319
The Best of Me ,6.034471677634341
Agent Cody Banks ,5.756286812447861
Money Talks ,5.842633681979327
There Will Be Blood ,8.207719123133332
He Got Game ,7.00882842861823
Don Juan DeMarco ,5.856625836714028
Lords of Dogtown ,6.378046007182442
Mrs. Winterbourne ,5.7648165834977325
Tank Girl ,5.917099130753568
King's Ransom ,5.4146630119477575
Jane Got a Gun ,5.630407645895253
Old School ,6.407173997172926
The Fisher King ,6.674804817827677
"Girl, Interrupted ",7.175156428983355
Muppets from Space ,6.164080920675951
Play It to the Bone ,6.1746359730384475
I Don't Know How She Does It ,5.657377688371088
Zombieland ,7.9559922372268534
Marvin's Room ,6.269681294564205
Vanity Fair ,6.434130291517035
Spaceballs ,6.665589949478565
Delivery Man ,5.825810048729453
The Conjuring ,7.076758466476516
White Chicks ,5.816062226449622
Lakeview Terrace ,6.2053404783352875
Vampires Suck ,5.537320685600261
Nancy Drew ,5.838364915748526
Shorts ,5.705490229119365
Psycho ,8.052669563206788
Under the Rainbow ,5.991223627329317
The Weather Man ,6.295739807555828
Ghost Town ,6.150930872200257
We're No Angels ,5.990248132060835
People I Know ,6.080049898344918
Take Me Home Tonight ,5.9348182855530345
Indignation ,6.005160266512606
Deuce Bigalow: Male Gigolo ,6.155005701377606
My Big Fat Greek Wedding 2 ,5.621854269751608
Peggy Sue Got Married ,6.289377187339676
Honey ,6.237777615578851
Small Time Crooks ,6.397472588474182
Youth in Revolt ,6.384876999632201
The Salton Sea ,6.248096628527653
Let's Be Cops ,6.120516693565034
Good Boy! ,5.678138044987217
Lottery Ticket ,5.409715731296128
ATL ,5.629751995627311
Fur: An Imaginary Portrait of Diane Arbus ,6.643067059911247
Sense and Sensibility ,6.974942586601849
Dead Poets Society ,7.061969994144451
The Women ,5.850819605414957
Boys and Girls ,5.696472915276504
How to Deal ,5.603127621707377
Philadelphia ,7.018074396399523
Why Did I Get Married? ,5.695878608761319
The Great Debaters ,6.571883021451292
The Object of My Affection ,6.100068821931349
When the Game Stands Tall ,6.055329254319181
The Place Beyond the Pines ,7.659516146122625
One Day ,6.654198544165279
The Midnight Meat Train ,6.016685314867574
The Good Night ,5.775329617183135
Pretty Woman ,7.15096308681258
My Bloody Valentine ,5.775447555818903
Stomp the Yard ,6.134413437475259
Poetic Justice ,6.523777094544218
Thinner ,5.831326678952657
Margaret ,6.933629795129549
Justin Bieber: Never Say Never ,7.305182382345261
10 Things I Hate About You ,6.410279364567652
Loaded Weapon 1 ,5.690369759611427
Admission ,5.850438821593962
Antwone Fisher ,6.501604482940071
The Exorcist ,7.400379350272743
Jaws ,8.952357761661393
Act of Valor ,6.135634640480177
Harold & Kumar Escape from Guantanamo Bay ,6.463558972798197
Max Keeble's Big Move ,5.700302169499537
Sorority Boys ,5.765608650394836
For Your Consideration ,5.744878362017396
Running with Scissors ,6.139543834079712
The Pursuit of D.B. Cooper ,6.30792783400563
The Dangerous Lives of Altar Boys ,5.942072194887393
Tomcats ,5.875582623938652
Inside Llewyn Davis ,7.701530043368268
September Dawn ,6.260881582199425
Good Will Hunting ,8.620606089968222
Saw III ,6.021980314802839
Commando ,6.288018995989831
Pete's Dragon ,5.45212138409028
The Long Riders ,6.278987688911941
Seeking a Friend for the End of the World ,6.889848937520976
Rescue Dawn ,6.5478448063728365
The Forest ,5.07569507853236
The Joneses ,6.143080901040552
Rosewater ,6.353273683821851
Elsa & Fred ,5.386251118437638
Eulogy ,5.846445659665606
Next Friday ,6.056307569885996
Re-Kill ,5.216175701037855
Fiddler on the Roof ,7.774332913466888
Detention ,5.895472688684428
The Sound of Music ,8.37328904151769
Drive Me Crazy ,5.705389354437908
The Wendell Baker Story ,5.584512815728142
Witless Protection ,5.438192683473003
The Godfather ,10.5196834008158
Who's Your Caddy? ,5.417739541201092
Redbelt ,6.469124942515362
Stargate: The Ark of Truth ,5.603892249024253
Dazed and Confused ,6.667935201710524
Bernie ,6.279563589738525
Ouija ,5.570494789851074
"20,000 Leagues Under the Sea ",7.321185178183627
Oculus ,5.9858432123843945
"As Above, So Below ",5.507402476953513
Friday the 13th Part VIII: Jason Takes Manhattan ,6.487217651921358
Diner ,6.573605563327736
The Forsaken ,5.188056278913602
Rabbit Hole ,6.4504128778733785
Green Room ,6.642603453604524
Dead Like Me: Life After Death ,5.681465074871022
Capricorn One ,6.392810959527035
Hostel ,5.714585445450702
25th Hour ,7.318668431044272
Silent Movie ,6.301111911992791
Hansel & Gretel Get Baked ,5.683298503517181
The Front Page ,6.426295548196577
The Rules of Attraction ,6.282457341792625
Topaz ,7.09021053913795
Samsara ,6.874098782588011
Trust ,6.158017075310138
Another Happy Day ,5.870644469895425
Midnight Cowboy ,7.232222032418231
The Nun's Story ,7.495154419931918
Harper ,6.548466161026991
The Original Kings of Comedy ,6.355578775470783
Dave Chappelle's Block Party ,6.068546946979157
Next Day Air ,5.547752088561504
Bachelorette ,6.046796475073453
Enter the Dangerous Mind ,5.417720542210014
Pocketful of Miracles ,6.835560106905733
Hustle & Flow ,6.509904125267541
The Wizard of Oz ,8.290833311513165
A Guy Named Joe ,7.435075910781637
Timber Falls ,5.2067507886145235
That Thing You Do! ,6.486862601923377
Get on the Bus ,6.838579349185199
Friday the 13th: A New Beginning ,5.865767100963656
It Follows ,6.453277056571276
Full Frontal ,6.295980279707093
Sherrybaby ,6.2435943308698825
Rockaway ,5.453865064364704
The Marine 4: Moving Target ,5.309482912957155
"Happy, Texas ",5.790417187970576
Kids ,6.655505505425112
Kissing Jessica Stein ,6.082827624675663
The Believer ,6.648517266140647
Snow Angels ,6.417961284912377
Session 9 ,5.454195790276242
Hatchet ,6.290923986449441
Checkmate ,5.420630054776926
The Hebrew Hammer ,5.929427821905414
C.H.U.D. ,5.797147265026495
Extreme Movie ,5.442255827008464
Sands of Iwo Jima ,6.989308966691428
Next Stop Wonderland ,6.07822405743638
Obvious Child ,5.735568059669913
Frozen River ,6.350610090056558
Special ,5.782517323058638
Hits ,5.677689560191604
Black Rock ,5.044753566967645
Charly ,6.92429045357291
The Brass Teapot ,5.749785703457014
Safety Not Guaranteed ,6.427284981458104
L.I.E. ,5.864882894541516
Adulterers ,5.782054997016861
To Save a Life ,5.929399017164378
Beyond the Mat ,6.580382283284442
The Little Ponderosa Zoo ,4.738379591793627
42nd Street ,7.867895817271968
Paranormal Activity ,6.147897196929046
I Want Your Money ,6.568512234821953
The Broadway Melody ,6.9596807037797195
Pieces of April ,5.786012121179005
Lovely & Amazing ,5.9791687155011175
Death Calls ,5.675778573565069
An American Girl Holiday ,6.201210459897451
A Charlie Brown Christmas ,5.881212374652207
Facing the Giants ,6.054255910002724
The Call of Cthulhu ,5.633139388820094
Raymond Did It ,5.062702294306694
