Id,Predicted
Harper ,6.535819526791129
The Original Kings of Comedy ,6.336159181929452
Dave Chappelle's Block Party ,6.0504850984764005
Next Day Air ,5.5811848039986
Bachelorette ,6.039146755441055
Enter the Dangerous Mind ,5.420244212543227
Pocketful of Miracles ,6.869808838143932
Hustle & Flow ,6.500903085843325
The Wizard of Oz ,8.344344251085026
A Guy Named Joe ,7.49189854337255
Timber Falls ,5.22201542851977
That Thing You Do! ,6.484566000820978
Get on the Bus ,6.81706791139046
Friday the 13th: A New Beginning ,5.860198202830973
It Follows ,6.453423671743047
Full Frontal ,6.283744428067286
Sherrybaby ,6.251021586999439
Rockaway ,5.483678903841047
The Marine 4: Moving Target ,5.358266783797798
"Happy, Texas ",5.784974901854334
Kids ,6.635009255715449
Kissing Jessica Stein ,6.068947363155985
The Believer ,6.6493499300957
Snow Angels ,6.412379451909246
Session 9 ,5.482603775864142
Hatchet ,6.269825537240232
Checkmate ,5.438440970895387
The Hebrew Hammer ,5.926735979885894
C.H.U.D. ,5.788396346853577
Extreme Movie ,5.4582618178848135
Sands of Iwo Jima ,7.027226710632371
Next Stop Wonderland ,6.071201043880145
Obvious Child ,5.737888240285735
Frozen River ,6.351544679077699
Special ,5.769299120020813
Hits ,5.649169421086514
Black Rock ,5.063539982006228
Charly ,6.9101705839916585
The Brass Teapot ,5.7441623694084925
Safety Not Guaranteed ,6.40683564400853
L.I.E. ,5.947113192735259
Adulterers ,5.762851490011349
To Save a Life ,5.951666756211924
Beyond the Mat ,6.56757316498321
The Little Ponderosa Zoo ,4.8045365754111735
42nd Street ,7.779575739960976
Paranormal Activity ,6.1755158381788275
I Want Your Money ,6.57286662239395
The Broadway Melody ,7.051683714894576
Pieces of April ,5.787993886101811
Lovely & Amazing ,5.964242696153022
Death Calls ,5.691859228109075
An American Girl Holiday ,6.168688309524671
A Charlie Brown Christmas ,5.9127692243917584
Facing the Giants ,6.09335377302685
The Call of Cthulhu ,5.625164789262413
Raymond Did It ,5.085471034258057
